movie_id,movie_name,release_year,original_release_date,movie_length,genre,rating,movie_producer,movie_director,movie_actor
131,Casablanca,1942,11/26/42,102,"Drama,Romance,War",PG,Warner Bros.,Michael Curtiz,"Humphrey Bogart, Ingrid Bergman, Claude Rains, Paul Henreid, Conrad Veidt, Sydney Greenstreet, Peter Lorre, Dooley Wilson, Helmut Dantine, S.Z. Sakall, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Marcel Dalio, Corinna Mura, Ludwig Stossel, Ilka Gruning, Charles La Torre, Frank Puglia, Dan Seymour, George Meeker, William Edmunds, Torben Meyer, Gino Corrado, George Dee, Norma Varden, Leo Mostovoy, Richard Ryen, Martin Garralaga, Olaf Hytten, Monte Blue, Michael Mark, Leon Belasco, Paul Porcasi, Alberto Morin, Creighton Hale, Henry Rowland, Louis Mercier, Gregory Gaye, Madeleine LeBeau, Oliver Blake, Hans Heinrich von Twardowski, Lou Marcelle, Mischa Auer, Wolfgang Zilzer"
132,For Whom the Bell Tolls,1943,1/1/43,170,"Adventure,Drama,History",G,Paramount,Sam Wood,"Gary Cooper, Ingrid Bergman, Akim Tamiroff, Katina Paxinou, Arturo de Córdova, Vladimir Sokoloff, Mikhail Rasumny, Fortunio Bonanova, Eric Feldary, Victor Varconi, Joseph Calleia, Alexander Granach, Yvonne De Carlo, Lilo Yarson, Adia Kuznetzoff, Leonid Snegoff, Leo Bulgakov, Duncan Renaldo, George Coulouris, Frank Puglia, Pedro de Cordoba, Michael Visaroff, Konstantin Shayne, Martin Garralaga, Jack Mylong, Jean Del Val, John Mylong, Feodor Chaliapin Jr., Mayo Newhall, Michael Dalmatoff, Antonio Vidal Molina, Robert Tafur, Armand Roland, Luis Roja, Trina Varela, Dick Botiller, Soledad Jiminez, Yakima Canutt, Tito Renaldo, Franco Corsaro, Frank Lackteen, George Sorel, John Bleifer, Harry Cording, William Edmunds, Alberto Morin, Pedro Regas, Manuel Paris, Jose Luis Tortosa, Ernesto Morelli, Manuel López, Maxine Ardell, Marjorie Deanne, Alice Kirby, Marcella Phillips, Lynda Grey, Christopher King, Louise LaPlanche, Charles Bickford, Victor Laplace, Eduardo Ciannelli"
133,Heaven Can Wait,1943,8/11/43,112,"Comedy,Drama,Fantasy",G,20th Century-Fox,Ernst Lubitsch,"Don Ameche, Gene Tierney, Charles Coburn, Marjorie Main, Laird Cregar, Spring Byington, Allyn Joslyn, Eugene Pallette, Louis Calhern, Signe Hasso, Helene Reynolds, Aubrey Mather, Tod Andrews, Leonard Carey, Clarence Muse, Dickie Moore, Dick Jones, Trudy Marshall, Florence Bates, Clara Blandick, Anita Bolster, Nino Pipitone, Alfred Hall, Grayce Hampton, Nino Pipitone Jr., Claire Du Brey, Charles Halton, James Flavin, Michael McLean, Scotty Beckett, Doris Merrick, Marlene Mains, Edwin Maxwell, Gerald Oliver Smith, Maureen Roden-Ryan"
134,The Human Comedy,1943,3/2/43,117,"Comedy,Drama,Family",NR,Metro-Goldwyn-Mayer,Clarence Brown,"Mickey Rooney, Marsha Hunt, Frank Morgan, Van Johnson, James Craig, Fay Bainter, Ray Collins, Donna Reed, Dorothy Morris, John Craven, Ann Ayars, Mary Nash, Henry O'Neill, Katherine Alexander, Alan Baxter, Darryl Hickman, Barry Nelson, Rita Quigley, Clem Bevans, Adeline de Walt Reynolds, S.Z. Sakall, Don DeFore, Robert Mitchum, Ernest Whitman, Mark Daniels, William Roberts, David Holt, Connie Gilchrist, Howard J. Stevenson, Frank Jenks, Howard Freeman, Robert E. O'Connor, Jay Ward, Gibson Gowland, Don Taylor, Byron Foulger, Wallis Clark, Mary Servoss, Morris Ankrum, Lynne Carver, Butch Jenkins, Carl ""Alfalfa"" Switzer, Robert Emmett O'Connor, Emory Parnell, Wally Cassell, Hobart Cavanaugh, Frank Craven"
135,In Which We Serve,1942,10/16/42,115,"Drama,War",NR,Two Cities Films,"David Lean, Noel Coward","Noel Coward, Bernard Miles, John Mills, Celia Johnson, Kay Walsh, Richard Attenborough, Penelope Dudley-Ward, Philip Friend, Joyce Carey, Kathleen Harrison, Michael Wilding, Derek Elphinstone, Frederick Piper, Kenneth Carton, Geoffrey Hibbert, George Carney, Geraldo's Orchestra, Brefni O'Rourke, Wally Patch, James Donald, Walter Fitzgerald, Michael Whittaker, John Varley, Ann Stephens, Daniel Massey, Robert Sansom, Ballard Berkeley, Hubert Gregg, Kenneth Carten, Chuck Russell, Gerald Case, Jonathan Singer, Robert Moreton, Caven Watson, Johnnie Schofield, John Boxer, Leslie Dwyer, Dora Gregory, Lionel Grose, Norman Pierce, Jill Stephens, Eileen Peel, Barbara Waring, Kay Young, Lesley Osmond, Everley Gregg, Juliet Mills, Roddy Hughes"
136,Madame Curie,1943,12/16/43,124,"Biography,Drama,Romance",NR,Metro-Goldwyn-Mayer,Mervyn LeRoy,"Greer Garson, Walter Pidgeon, Robert Walker, Margaret O'Brien, Van Johnson, Henry Travers, Albert Basserman, C. Aubrey Smith, Reginald Owen, Dame May Whitty, Victor Francen, Elsa Basserman, Lumsden Hare, Charles Trowbridge, Edward Fielding, James Kirkwood, Al Ferguson, Nestor Eristoff, Moroni Olsen, Alan Napier, Almira Sessions, Dorothy Gilmore, Gigi Perreau, Ruth Cherrington, Isabelle Lamore, Wyndham Standing, Harold De Becker, Guy D'Ennery, George Davis, William Edmunds, Michael Visaroff, Frederic Worlock, George Meader, Franz Dorfler, Ray Teal, Tony Carson, Noel Mills, Teddy Infur, Nita Pike, Ray Collins, Mariska Aldrich, Leo Mostovoy, Dickie Myers, Howard Freeman, Francis Pierlot, Lisa Golm, Gene Lockhart, Marek Windheim, Miles Mander, Eustace Wyatt, James Hilton, Arthur Shields"
137,The More the Merrier,1943,3/26/43,104,"Comedy,Romance,War",NR,Columbia,George Stevens,"Joel McCrea, Charles Coburn, Jean Arthur, Bruce Bennett, Richard Gaines, Frank Sully, Clyde Fillmore, Stanley Clements, Don Douglas, Ann Savage, Grady Sutton, Sugar Geise, Don Barclay, Shirley Patterson, Ann Doran, Mary Treen, Gladys Blake, Kay Linaker, Robert E. Hill, Nancy Gray, Byron Shores, Betzi Beaton, Harrison Greene, Bob McKenzie, Victor Potel, Lon Poff, Frank LaRue, Douglas Wood, Harry C. Bradley, Betty McMahan, Helen Holmes, Marshall Ruth, Hal Gerard, Henry Roquemore, Jack Carr, Chester Clute, Robert F. Hill, Eddy Chandler, Jean Stevens, David Ward, George H. Reed, Kitty McHugh"
138,The Ox-Bow Incident,1942,,75,"Adventure,Drama,Western",None,20th Century-Fox, , 
139,The Song of Bernadette,1943,12/21/43,156,"Biography,Drama",NR,20th Century-Fox,Henry King,"Jennifer Jones, Vincent Price, Charles Bickford, William Eythe, Lee J. Cobb, Gladys Cooper, Anne Revere, Roman Bohnen, Mary Anderson, Aubrey Mather, Patricia Morison, Charles Dingle, Edith Barrett, Sig Rumann, Blanche Yurka, Fortunio Bonanova, Ermadean Walters, Marcel Dalio, Pedro de Cordoba, Jerome Cowan, Charles Waldron, Moroni Olsen, Nana Bryant, Manart Kippen, Merrill Rodin, Nino Pipitone Jr., John Maxwell Hayes, Jean Del Val, Tala Birell, Charley Bates, Eula Morgan, Frank Reicher, Charles La Torre, Linda Darnell, Nestor Paiva, Dorothy Shearer, Nino Pipitone, Edwin Stanley, Lionel Braham, Ian Wolfe, André Charlot, Irina Semochenko, Marie Carrozza, Joyce Ann Miller, Alicia Nicolas Diaz, Ruth Robinson, Alan Napier, Eugene Borden, Edward Clark, Frank Leigh, Charles Bates, Claudine LeDuc, Margaret Hoffman, Connie Leon, Edythe Elliott, Elvira Curci, Adrienne D'Ambricourt, Belle Mitchell, Mae Marsh, Fernanda Eliscu, Ruth Warren, Lucille Ward, Minerva Urecal, Cecil Weston, Marie Pope, Marjorie Copley, Alex Papana, Alphonse Martell, Muni Seroff, Frank Lackteen, Steve Roberts, Frank Dae, Louis Pacigalupi, Harry Denny, Curt Furberg, Armand Cortez, Louis V. Arco, George Sorel, Jean De Briac, Davison Clark, Antonio Filauri, Julian Rivero, Charles Wagenheim, Edward Keane, Hooper Atchley, Edward Van Sloan, Edward Fielding, John Dilson, Tom Stevenson, Fred Essler, Harry Cording, Alla Nazimova, Pat Dillon, Louis Mercier, Dickie Moore, Fritz Leiber, Arthur Hohl, Geraldine Wall"
140,Watch on the Rhine,1943,8/27/43,114,"Drama,Thriller",NR,Warner Bros.,Herman Shumlin,"Paul Lukas, Bette Davis, Geraldine Fitzgerald, Lucile Watson, Beulah Bondi, George Coulouris, Donald Woods, Henry Daniell, Donald Buka, Eric Roberts (II), Janis Wilson, Helmut Dantine, Mary Young, Kurt Katch, Erwin Kalser, Rudolph Anders, Clyde Fillmore, Frank Wilson, Frank C. Wilson, Clarence Muse, Violet McDowell, Joseph E. Bernard, Jack Mower, Creighton Hale, William Washington, Elvira Curci, Anthony Caruso, Michele Fehr, Jean De Briac, Leah Baird, Howard Hickman, Frank Reicher, Robert C. Fischer, Walter O. Stahl, Glen Cavender, Joseph DeVillard, Wedgewood Nowell, Hans Tanzler, Herma Cordova, Gretl Dupont, Bill Washington, Alan Hale Jr., Garry Owen, Hans Von Morhart"
141,Going My Way,1944,5/3/44,126,"Comedy,Drama,Music",G,Paramount,Leo McCarey,"Bing Crosby, Barry Fitzgerald, Rise Stevens, Jean Heather, Frank McHugh, James Brown (II), Gene Lockhart, Stanley Clements, Carl ""Alfalfa"" Switzer, William Frawley, Eily Malyon, Porter Hall, Fortunio Bonanova, Thomas P. Dillon, George Nokes, Tom Dillon, Hugh Maguire, Sybil Lewis, George McKay, Jack Norton, Anita Bolster, Jimmie Dundee, Adeline de Walt Reynolds, Gibson Gowland, Julie Gibson, William Henry, Robert Tafur, Martin Garralaga"
142,Double Indemnity,1944,9/6/44,107,"Crime,Drama,Film-Noir",NR,Paramount,Billy Wilder,"Barbara Stanwyck, Fred MacMurray, Edward G. Robinson, Porter Hall, Jean Heather, Tom Powers, Richard Gaines, Fortunio Bonanova, John Philliber, Gig Young, Bess Flowers, Al Bridge, Kernan Cripps, Oscar Smith, Betty Farrington, Sam Gorlopis, Edmund Cobb, Floyd Schackleford, James Adamson, Sam McDaniel, Teala Loring, Judith Gibson, Clarence Muse, Miriam Franklin, William O'Leary, Edward Hearn, Lee Shumway, Constance Purdy, Boyd Irwin, Dick Rush, George Melford, Alan Bridge, Floyd Shackelford, George Magrill, Douglas Spencer"
143,Gaslight,1944,5/11/44,114,"Crime,Drama,Mystery",PG,Metro-Goldwyn-Mayer,George Cukor,"Ingrid Bergman, Charles Boyer, Joseph Cotten, Dame May Whitty, Angela Lansbury, Barbara Everest, Emil Rameau, Edmund Breon, Eustace Wyatt, Edmond Bréon, Halliwell Hobbes, Tom Stevenson, Heather Thatcher, Lawrence Grossmith, Jacob Gimpel, Terry Moore, Harry Adams, Wilson Benge, Charles McNaughton, Arnold Bennett, Bobby Hale, Leila Bennett, Alix Terry, Eric Wilton, Oliver Simon, Alec Craig, Leonard Carey, Pat Malone, Maude Fealy, George Nokes, Al Ferguson, Lillian Bronson, Helen Flint, Gibson Gowland, Joy Harrington, Si Jenks, Arthur Blake, Ronald Bennett, Phyllis Yuse, Edwin Maxwell, Clive Morgan, Elsa Prescott, Arthur Stone, Morgan Wallace, Guy Zanette, Syd Saylor"
144,Since You Went Away,1944,,177,"Drama,Romance,War",None,Selznick International Pictures, , 
145,Wilson,1944,,154,"Biography,Drama,History",None,20th Century-Fox, , 
146,The Lost Weekend,1945,11/16/45,101,"Drama,Film-Noir",NR,Paramount,Billy Wilder,"Ray Milland, Jane Wyman, Howard Da Silva, Philip Terry, Doris Dowling, Frank Faylen, Mary Young, Anita Bolster, Lilian Fontaine, Lewis L. Russell, Frank Orth, Gisela Werbiseck, Eddie Laughton, Harry Barris, Jayne Hazard, Craig Reynolds, William O'Leary, Fred 'Snowflake' Toones, Clarence Muse, Gene Ashley, Jerry James, William Meader, Emmett Vogan, Milton Wallace, Jess Lee Brooks, Lester Sharpe, Bertram Warburgh, Theodora Lynch, James Millican, John Garris, Pat Moriarity, Byron Foulger, Peter Potter, Helen Dickson, Lee Shumway, David Clyde, Douglas Spencer, Walter S. Baldwin"
147,Anchors Aweigh,1945,1/1/45,140,"Comedy,Fantasy,Music",NR,Metro-Goldwyn-Mayer,George Sidney,"Gene Kelly, Frank Sinatra, Kathryn Grayson, Jose Iturbi, Dean Stockwell, Pamela Britton, Rags Ragland, Sharon McManus, Carlos Ramirez, Henry O'Neill, Leon Ames, Edgar Kennedy, Henry Armetta, Billy Gilbert, James Burke, James Flavin, Chester Clute, Grady Sutton, Sondra Rodgers, Garry Owen, Steve Brodie, Charles Coleman, Milton Parsons, Renie Riano, Alex Callam, Harry Barris, John James, Wally Cassell, Douglas Cowan, Peggy Maley, Henry H. Daniels Jr., Phil Hanna, William 'Bill' Phillips, Tom Trout, Esther Michelson, William Forrest, Ray Teal, Milton Kibbee, Eddie Hall"
148,The Bells of St. Mary's,1945,,126,Drama,None,Rainbow Productions, , 
149,Mildred Pierce,1945,10/20/45,111,"Crime,Drama,Film-Noir",NR,Warner Bros.,Michael Curtiz,"Joan Crawford, Ann Blyth, Jack Carson, Zachary Scott, Bruce Bennett, Eve Arden, Moroni Olsen, Lee Patrick, Manart Kippen, Butterfly McQueen, Veda Ann Borg, George Tobias, Barbara Brown, John Compton, John P. Trowbridge, Jo Ann Marlowe, Thomas P. Dillon, Charles Trowbridge, Garry Owen, Clancy Cooper, Tom Dillon, Charles Jordan, James Flavin, John O'Connor, Jack O'Connor, Larry Rio, George Anderson, John Walsh, Robert Arthur, Lynne Baggett, Marion Lessing, Doria Caron, Marjorie ""Babe"" Kane, Elyse Brown, David Cota, George Meader, Joyce Compton, Harold Miller, Robert Locke Lorraine, Joan Wardley, Don Grant, Chester Clute, Robert Evans, Bob Locke Lorraine, Wallis Clark, Perk Lazello, Angela Greene, Betty Alexander, Ramsay Ames, Helen Pender, Joan Winfield, John Christian, Leah Baird, Paul Panzer, William Alcorn, John Sheridan, Richard Kipling, Wheaton Chambers, William H. Ruhl, Mary Ellen Meyran, Jean Lorraine, James Lono, Mary Servoss"
150,Spellbound,1945,,111,"Film-Noir,Mystery,Romance",None,Selznick International Pictures, , 
151,The Best Years of Our Lives,1946,11/21/46,170,"Drama,Romance,War",NR,Samuel Goldwyn Productions,William Wyler,"Fredric March, Dana Andrews, Harold Russell, Myrna Loy, Virginia Mayo, Teresa Wright, Cathy O'Donnell, Hoagy Carmichael, Gladys George, Roman Bohnen, Ray Collins, Steve Cochran, Minna Gombell, Howland Chamberlain, Walter S. Baldwin, Dorothy Adams, Don Beddoe, Erskine Sanford, Marlene Aames, Michael Hall, Charles Halton, Ray Teal, Dean White, Howland Chamberlin, Victor Cutler, Pat Flaherty, Clancy Cooper, Blake Edwards, Teddy Infur, Robert Karnes, Norman Phillips, Ralph Sanford"
152,Henry V,1944,,137,"Biography,Drama,History",None,Two Cities Films, , 
153,It's a Wonderful Life,1946,12/25/46,130,"Drama,Family,Fantasy",PG,Liberty Films,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Samuel S. Hinds, Todd Karns, Mary Treen, Sarah Edwards, Virginia Patton, Charles Williams, William Edmunds, Lillian Randolph, Argentina Brunetti, Robert Anderson, Ronnie Ralph, Jean Gale, Jeanine Anne Roose, Danny Mummert, George Nokes, Sheldon Leonard, Frank S. Hagney, Ray Walker, Charles Lane, Edward Keane, Carol Coombs, Karolyn Grimes, Jim Hawkins, Larry Simms, Carl ""Alfalfa"" Switzer, Harold Landon, Harry Holman, Mark Roberts, Harry V. Cheshire, Charles Halton, Eddie Featherston, Stanley Andrews, J. Farrell MacDonald, Marian Carr, Garry Owen, Lane Chandler, Ellen Corby, Almira Sessions, Robert Peyton, Bert Moorhouse"
154,The Razor's Edge,1946,1/1/46,145,"Drama,Romance",NR,20th Century-Fox,Edmund Goulding,"Tyrone Power, Gene Tierney, Clifton Webb, Anne Baxter, John Payne, Herbert Marshall, Lucile Watson, Frank Latimore, Elsa Lanchester, Fritz Kortner, John Wengraf, Cecil Humphreys, Harry Pilcer, Cobina Wright Sr., Albert Petit, Noel Cravat, Isabelle Lamore, André Charlot, Renee Carson, Jean Del Val, Walter Bonn, Robert Laurent, Marie Rabasse, Bess Flowers, Frances Morris, Barry Norton, Helen Pasquelle, Mayo Newhall, Stanislas Bielski, Peggy O'Neill, Betty Lou Volder, Mary Brewer, Blanche Taylor, Dorothy Abbott, Marge Pemberton, Richard Shaw, Greta Granstedt, Fred Farrell, Albert Pollet, Lillian Stanford, Marcel de la Brosse, George Sorel, Ross Tompson, Gerald Echeverria, Eddie Das, Hassan Khayyam, Sol (Saul) Gorss, Bud Wolfe, Patti Behrs, Susan Hartmann, Suzanne O'Connor, Marek Windheim, Roger Valmy, Forbes Murray, Jean De Briac, Robert Norwood, Ray de Ravenne, Joseph Burlando, Frances Rey, Shushella Shakari, Henri Letondal, Laura Stevens, Eugene Borden, Demetrius Alexis, Gale Entrekin, Louis Mercier, George Davis, Mme. Louise Colombet, Frank Arnold, Adele St. Maur, Juan Duval, Hermine Sterler, Louis Bacigalupi"
155,The Yearling,1946,12/18/46,128,"Drama,Family,Western",G,Metro-Goldwyn-Mayer,Clarence Brown,"Gregory Peck, Jane Wyman, Claude Jarman Jr., Margaret Wycherly, Chill Wills, Clem Bevans, Henry Travers, Forrest Tucker, Donn Gift, Dan White, Matt Willis, George Mann, Arthur Hohl, June Lockhart, Joan Wells, Jeff York, Chick York, Jane Green, Victor Kilian, Robert Porterfield, Houseley Stevenson Sr., Frank Eldredge"
156,Gentleman's Agreement,1947,11/11/47,118,"Drama,Romance",PG,20th Century-Fox,Elia Kazan,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm, Anne Revere, June Havoc, Albert Dekker, Jane Wyatt, Dean Stockwell, Nicholas Joy, Sam Jaffe, Harold Vermilyea, Ransom Sherman, Roy Roberts, Kathleen Lockhart, Curt Conway, John Newland, Robert Warwick, Louise Lorimer, Howard Negley, Victor Kilian, Frank Wilcox, Marilyn Monk, Wilton Graff, Morgan Farley, Mauritz Hugo, Olive Deering, Gene Nelson, Jane Green, Virginia Gregg, Robert Karnes, Jesse White, Marion Marshall, Olive Carey"
157,The Bishop's Wife,1947,,109,"Comedy,Drama,Fantasy",None,Samuel Goldwyn Productions, , 
158,Crossfire,1947,1/1/47,86,"Crime,Drama,Film-Noir",NR,RKO Radio,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame, Paul Kelly, Sam Levene, Jacqueline White, Steve Brodie, George Cooper, Lex Barker, William Phipps, Richard Benedict, Tom Keene, Marlo Dwyer, Harry Harvey, Richard Powers, Carl Faulkner, Jay Norris, Robert Bray, George Turner, Don Cadell, Philip Morris, Kenneth MacDonald, Allan Ray, Bill Nind, George Meader"
159,Great Expectations,1946,,118,"Adventure,Drama,Mystery",None,J. Arthur Rank-Cineguild, , 
160,Miracle on 34th Street,1947,1/1/47,96,"Comedy,Drama,Family",NR,20th Century-Fox,George Seaton,"Edmund Gwenn, John Payne, Maureen O'Hara, Natalie Wood, Porter Hall, Gene Lockhart, William Frawley, Jerome Cowan, Philip Tonge, Jack Albertson, Harry Antrim, Lela Bliss, Thelma Ritter, James Seay, Mary Field, Theresa Harris, Alvin Greenman, Anne Staunton, Robert Hyatt, Richard Irving, Jeff Corey, Anne O'Neal, Anthony Sydes, William Forrest, Alvin Hammer, Joseph McInerney, Ida McGuire, Percy Helton, Jane Green, Marlene Lyden, Guy Thomajan, Robert Lynn, Jean O'Donnell, 'Snub' Pollard, Robert Karnes, Basil Walker, Herbert Heyes, Steve Roberts, Teddy Driver, Robert Gist, Patty Smith"
162,Johnny Belinda,1948,9/14/48,102,Drama,NR,Warner Bros.,Jean Negulesco,"Jane Wyman, Lew Ayres, Charles Bickford, Agnes Moorehead, Stephen McNally, Dan Seymour, Mabel Paige, Rosalind Ivan, Jan Sterling, Ida Moore, Alan Napier, Monte Blue, Douglas Kennedy, James Craven, Jeff Richards, Richard Walsh, Joan Winfield, Ian Wolfe, Holmes Herbert, Jonathan Hale, Ray Montgomery, Creighton Hale, Frederic Worlock, Franklin Farnum, Barbara Bates, Blayney Lewis, Charles Horvath, 'Snub' Pollard"
163,The Red Shoes,1948,9/6/48,135,"Drama,Music,Romance",R,J. Arthur Rank-Archers,"Michael Powell, Emeric Pressburger","Moira Shearer, Anton Walbrook, Marius Goring, Leonide Massine, Robert Helpmann, Albert Basserman, Esmond Knight, Ludmilla Tchérina, Jean Short, Gordon Littman, Julia Lang, Bill Shine, Austin Trevor, Eric Berry, Emeric Pressburger, Irene Browne, Jerry Verno, Derek Elphinstone, Albert Bassermann, Mme. Rambert, Joy Rawlins, Marcel Poncin, Michel Bazalgette, Yvonne Andre, George Woodbridge, Hay Petrie, Denis Carey, Joan Harris, Robert Dorning, Guy Massey"
164,The Snake Pit,1948,11/4/48,108,"Drama,Mystery",NR,20th Century-Fox,Anatole Litvak,"Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm, Glenn Langan, Helen Craig, Leif Erickson, Beulah Bondi, Lee Patrick, Isabel Jewell, Victoria Horne, Tamara Shayne, Grace Poggi, Howard Freeman, Natalie Schafer, Ruth Donnelly, Katherine Locke, Frank Conroy, Minna Gombell, June Storey, Ann Doran, Damian O'Flynn, Lora Lee Michel, Esther Somers, Jacqueline de Wit, Betsy Blair, Lela Bliss, Virginia Brissac, Queenie Smith, Mae Marsh, Ashley Cowan, Sally Shepherd, Geraldine Garrick, Therese Lyon, Sylvia Andrew, Jeri Jordan, Marie Blake, Ellen Lowe, Minerva Urecal, Barbara Pepper, Jan Clayton, Helen Servis, Celia Lovsky, Lester Sharpe, Mary Treen, Victoria Albright, Dorothy Neumann, Marion Marshall, Grayce Hampton, Syd Saylor"
165,The Treasure of the Sierra Madre,1948,1/7/48,126,"Adventure,Drama,Western",NR,Warner Bros.,John Huston,"Humphrey Bogart, Tim Holt, Walter Huston, Alfonso Bedoya, Bruce Bennett, Barton MacLane, Arturo Soto Rangel, Manuel Donde, José Torvay, Margarito Luna, Jacqueline Dalya, Robert Blake, Spencer Chan, Julian Rivero, John Huston, Harry J. Vejar, Pat Flaherty, Clifton Young, Ralph Dunn, Jack Holt, Guillermo Calleo, Ildefonso Vega, Francisco Islas, Alberto Valdespino, Mario Abraham Mancilla, Ann Sheridan, Martin Garralaga, Ignacio Villabajo, Roberto Canedo, Ernesto Escoto"
166,All the King's Men,1949,11/8/49,110,"Drama,Film-Noir",PG,Columbia,Robert Rossen,"Broderick Crawford, Mercedes McCambridge, John Derek, Joanne Dru, John Ireland, Shepperd Strudwick, Ralph Dumke, Anne Seymour, Katherine Warren, Raymond Greenleaf, Walter Burke, Will Wright, Grandon Rhodes, H.C. Miller, Richard Hale, William Bruce, A.C. Tillman, Houseley Stevenson Sr., Truett Myers, Phil Tully, Helene Stanley, Judd Holdren, King Donovan, Paul Ford, Ted French, Louis Mason, Paul Maxey, John 'Skins' Miller, Pat O'Malley, Frank Wilcox"
167,Battleground,1949,11/9/49,118,"Action,Drama,History",NR,Metro-Goldwyn-Mayer,William Wellman,"Van Johnson, Ricardo Montalban, John Hodiak, George Murphy, James Whitmore, Douglas Fowley, Jerome Courtland, Leon Ames, Richard Jaeckel, Don Taylor, James Arness, Bruce Cowling, Scotty Beckett, Marshall Thompson, Herbert Anderson, Thomas E. Breen, Denise Darcel, Brett King, Ian MacDonald, 101st Airborne, Screaming Eagles, Edmon Ryan, Michael Brown, Roland Varno"
168,The Heiress,1949,,115,"Drama,Romance",None,Paramount, , 
169,A Letter to Three Wives,1949,1/20/49,103,"Drama,Romance",NR,20th Century-Fox,Joseph L. Mankiewicz,"Jeanne Crain, Ann Sothern, Linda Darnell, Kirk Douglas, Paul Douglas, Thelma Ritter, Barbara Lawrence, Jeffrey Lynn, Connie Gilchrist, Florence Bates, Hobart Cavanaugh, Patti Brady, Ruth Vivian, Stuart Holmes, George Offerman, George Offerman Jr., Ralph Brooks, James Adamson, Joe Bautista, John Davidson, Carl ""Alfalfa"" Switzer, John Venn, Ted Offenbecker, Sam Finn, Celeste Holm"
170,Twelve O'Clock High,1949,1/1/49,132,"Drama,War",NR,20th Century-Fox,Henry King,"Gregory Peck, Hugh Marlowe, Dean Jagger, Gary Merrill, Millard Mitchell, Robert Arthur, Paul Stewart, John Kellogg, Robert Patten, Lee MacGregor, Sam Edwards, Roger Anderson, John Zilly, William Short, Richard Anderson, Lawrence Dobkin, Kenneth Tobey, Campbell Copelin, Don Guadagno, Peter Ortiz, Steve Clark, Joyce Mackenzie, Patrick Whyte, Don Hicks, Ray Hyke, Harry Lauter, John R. McKee, Leslie Denison, Russ Conway"
171,All About Eve,1950,1/1/50,138,Drama,PG,20th Century-Fox,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, Gary Merrill, George Sanders, Celeste Holm, Hugh Marlowe, Thelma Ritter, Marilyn Monroe, Gregory Ratoff, Barbara Bates, Walter Hampden, Randy Stuart, Craig Hill, Leland Harris, Barbara White, Eddie Fisher, William Pullen, Claude Stroud, Eugene Borden, Helen Mowery, Steven Geray, Bess Flowers, Ed Fisher, Steve Geray"
172,Born Yesterday,1950,12/26/50,103,"Comedy,Drama,Romance",NR,Columbia,George Cukor,"Judy Holliday, Broderick Crawford, William Holden, Howard St. John, Frank Otto, Larry Oliver, Barbara Brown, Grandon Rhodes, Claire Carleton, Smoki Whitfield, David Pardon, Helen Eby-Rock, William Mays, David Pardoll, Mike Mahoney, John Morley, Paul Marion, Ram Singh, Charles Cane"
173,Father of the Bride,1950,1/1/50,92,"Comedy,Romance",G,Metro-Goldwyn-Mayer,Vincente Minnelli,"Spencer Tracy, Elizabeth Taylor, Joan Bennett, Don Taylor, Billie Burke, Leo G Carroll, Moroni Olsen, Melville Cooper, Russ Tamblyn, Taylor Holmes, Paul Harvey, Frank Orth, Tom Irish, Marietta Canty, Willard Waterman, Nancy Valentine, Mary Jane Smith, Jacqueline Duval, Fay Baker, Frank Hyers, Chris Drake, Floyd Taylor, Don Anderson, William Mahon, Walter C. Kelly, Peter Thompson, Carleton Carpenter, Brad Hatton, Lucille Barnes, Erin Selwyn, Janet Fay, Wendy Waldron, Douglas Spencer, Boyd Davis, Oliver Blake, William E. Green, Frank Cady, Roger Moore, Mickey McCardle, Sherry Hall, Harry Dean Stanton, Ella Ethridge, William Bailey, Dorothy Phillips, Stuart Holmes, Anne Kunde, Fred Santley, Philo McCullough, Harry Stanton, Lucille Curtis, Estelle Etterre, Peggy Leon, Betty Farrington, Lillian Bronson, Aileen Carlyle, Thomas Browne Henry, Mickey Golden, Gene Coogan, Lee Phelps, Tom Browne Henry, Patricia Miller, Paul Maxey, Frank Richards, William Haade, Jeff York, Dewey Robinson, Edward Gargan, Ralph Peters, Dick Wessel, Richard Alexander, Joe Brown Jr., Jim Hayward, Gil Perkins, Bradford Hatton, John Welsh, William 'Bill' Phillips"
174,King Solomon's Mines,1950,11/24/50,103,"Action,Adventure,Romance",G,Metro-Goldwyn-Mayer,"Compton Bennett, Andrew Marton","Stewart Granger, Deborah Kerr, Richard Carlson, Hugo Haas, Lowell Gilmore, Siriaque, Kimursi, Sekaryongo, Baziga, Corp. Munto Anampio, Gutare, Ivargwema, Andrew Marton, Benempinga, John Banner, Henry Rowland, Skeryongo"
